time_s,seq,rtt_ms
1.019943,0,19.000
1.500209,1,0.000
2.000212,2,0.000
2.571008,3,71.000
3.070662,4,70.000
3.581149,5,81.000
4.079882,6,79.000
4.572675,7,72.000
5.072716,8,72.000
5.572199,9,72.000
6.077319,10,77.000
6.570327,11,70.000
7.069216,12,69.000
7.584962,13,84.000
8.072800,14,72.000
8.571833,15,71.000
9.077555,16,77.000
9.577128,17,77.000
10.071316,18,71.000
10.876149,19,376.000
11.080065,20,80.000
11.585179,21,85.000
12.072909,22,72.000
12.571429,23,71.000
13.070623,24,70.000
13.570196,25,70.000
14.069148,26,69.000
14.568433,27,68.000
15.072988,28,72.000
15.577622,29,77.000
16.076655,30,76.000
16.762485,31,262.000
17.068861,32,68.000
17.817368,33,317.000
18.072126,34,72.000
18.582946,35,82.000
19.071235,36,71.000
19.581363,37,81.000
